chr,start,end,name,signalValue ,pValue ,qValue,peak,ann_start,ann_end,gene,product
U00096.3,3170082,3170237,NA_peak_857,1.2528,8.16355,6.28512,87,3169828,3170487,gene=qseB,product=DNA-binding transcriptional activator QseB
U00096.3,3171005,3171246,NA_peak_858,1.20726,6.55737,4.90106,187,3170484,3171833,gene=qseC,product=sensor histidine kinase QseC
U00096.3,3171537,3171719,NA_peak_859,1.16572,4.34097,3.03926,23,3170484,3171833,gene=qseC,product=sensor histidine kinase QseC
U00096.3,3174088,3174402,NA_peak_860,1.18423,5.56335,4.06102,122,3173504,3175396,gene=parE,product=DNA topoisomerase IV subunit B
U00096.3,3174505,3174664,NA_peak_861,1.24342,7.95654,6.10407,67,3173504,3175396,gene=parE,product=DNA topoisomerase IV subunit B
U00096.3,3176124,3176694,NA_peak_862,1.24057,9.53296,7.4983,449,3176006,3176833,gene=cpdA,product=cAMP phosphodiesterase
U00096.3,3179944,3180152,NA_peak_863,1.243,7.79946,5.96751,86,3179744,3180415,gene=ygiB,product=DUF1190 domain-containing protein YgiB
U00096.3,3181798,3182306,NA_peak_864,1.41569,18.3367,15.7404,281,3181619,3182434,gene=ygiD,product=4%2C5-DOPA dioxygenase extradiol
U00096.3,3182830,3183037,NA_peak_865,1.23315,6.57446,4.91577,95,3182550,3183323,gene=zupT,product=divalent metal ion transporter ZupT
U00096.3,3193745,3194143,NA_peak_866,1.18565,5.56965,4.06645,203,3192864,3194525,gene=yqiK,product=flotillin family inner membrane protein YqiK
U00096.3,3195573,3195816,NA_peak_867,1.18941,5.58607,4.08039,143,3195320,3196753,gene=hldE,product=fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
U00096.3,3196448,3196656,NA_peak_868,1.1206,2.82516,1.78872,118,3195320,3196753,gene=hldE,product=fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
U00096.3,3197194,3197457,NA_peak_869,1.21305,6.4119,4.77793,68,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3197631,3197854,NA_peak_870,1.26357,9.01015,7.03173,111,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3198056,3198403,NA_peak_871,1.23238,7.77292,5.94406,91,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3198568,3198945,NA_peak_872,1.15167,3.89896,2.67297,245,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3199219,3199569,NA_peak_873,1.32205,13.5485,11.182,120,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3199787,3200036,NA_peak_874,1.18519,4.98622,3.57648,99,3199664,3200965,gene=ygiF,product=inorganic triphosphatase
U00096.3,3200390,3200712,NA_peak_875,1.16162,4.03903,2.78867,103,3199664,3200965,gene=ygiF,product=inorganic triphosphatase
U00096.3,3202864,3203126,NA_peak_876,1.31024,12.5805,10.2757,127,3201891,3203129,gene=cca,product=fused CCA tRNA nucleotidyltransferase/phosphohydrolase
U00096.3,3203470,3203692,NA_peak_877,1.23862,7.64646,5.83429,61,3203310,3204131,gene=bacA,product=undecaprenyl pyrophosphate phosphatase
U00096.3,3208734,3208975,NA_peak_878,1.17746,4.9056,3.50925,111,3208024,3209487,gene=ttdT,product=L-tartrate:succinate antiporter
U00096.3,3210239,3210395,NA_peak_879,1.17393,4.84149,3.45576,42,3209530,3210543,gene=tsaD,product=N(6)-L-threonylcarbamoyladenine synthase%2C TsaD subunit
U00096.3,3213251,3213872,NA_peak_880,1.29324,11.3913,9.17731,408,3213047,3214888,gene=rpoD,product=RNA polymerase sigma factor RpoD
U00096.3,3214767,3215108,NA_peak_881,1.3069,11.2378,9.03691,135,3213047,3214888,gene=rpoD,product=RNA polymerase sigma factor RpoD
U00096.3,3214767,3215108,NA_peak_881,1.3069,11.2378,9.03691,135,3214967,3215473,gene=mug,product=stationary phase mismatch/uracil DNA glycosylase
U00096.3,3216088,3216428,NA_peak_882,1.27755,10.2029,8.09849,193,3215727,3216491,gene=nfeF,product=NADPH-dependent ferric-chelate reductase
U00096.3,3217921,3218420,NA_peak_883,1.11998,2.78055,1.75296,6,3217556,3219076,gene=aer,product=aerotaxis receptor
U00096.3,3220753,3220963,NA_peak_884,1.16062,4.28587,2.99378,80,3219494,3220873,gene=patA,product=putrescine aminotransferase
U00096.3,3220753,3220963,NA_peak_884,1.16062,4.28587,2.99378,80,3220915,3221247,gene=ygjH,product=putative tRNA-binding protein YgjH
U00096.3,3224530,3224891,NA_peak_885,1.30031,11.1252,8.93409,126,3222633,3225725,gene=ebgA,product=evolved beta-D-galactosidase subunit alpha
U00096.3,3225065,3225371,NA_peak_886,1.19837,6.07276,4.49032,232,3222633,3225725,gene=ebgA,product=evolved beta-D-galactosidase subunit alpha
U00096.3,3228052,3228266,NA_peak_887,1.34398,14.2512,11.8404,133,3227801,3228871,gene=ygjJ,product=protein YgjJ
U00096.3,3230785,3231010,NA_peak_888,1.2221,7.21091,5.45913,121,3228888,3231239,gene=ygjK,product=glycoside hydrolase
U00096.3,3231831,3232352,NA_peak_889,1.24445,7.86865,6.02762,397,3231665,3233683,gene=fadH,product=2%2C4-dienoyl-CoA reductase
U00096.3,3235481,3235723,NA_peak_890,1.17037,4.62909,3.27805,85,3234739,3235875,gene=rlmG,product=23S rRNA m(2)G1835 methyltransferase
U00096.3,3238647,3238831,NA_peak_891,1.20181,6.41538,4.78092,78,3238580,3239545,gene=alx,product=putative membrane-bound redox modulator Alx
U00096.3,3242823,3243006,NA_peak_892,1.19163,5.9045,4.34867,89,3241827,3243314,gene=uxaA,product=D-altronate dehydratase
U00096.3,3243382,3243652,NA_peak_893,1.44143,25.1308,22.4228,127,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3243816,3244081,NA_peak_894,1.2655,9.95971,7.87914,153,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3244306,3245132,NA_peak_895,2.97665,520.79,514.124,499,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3245459,3245645,NA_peak_896,1.18636,5.70395,4.17984,59,3245224,3246522,gene=exuT,product=hexuronate transporter
U00096.3,3246279,3246823,NA_peak_897,2.44392,217.556,213.732,332,3245224,3246522,gene=exuT,product=hexuronate transporter
U00096.3,3246279,3246823,NA_peak_897,2.44392,217.556,213.732,332,3246652,3247428,gene=exuR,product=DNA-binding transcriptional repressor ExuR
U00096.3,3248432,3248647,NA_peak_898,1.19091,5.28321,3.82545,105,3247773,3248435,gene=yqjA,product=DedA family protein YqjA
U00096.3,3248432,3248647,NA_peak_898,1.19091,5.28321,3.82545,105,3248439,3248822,gene=mzrA,product=modulator protein MzrA
U00096.3,3249500,3249717,NA_peak_899,1.26908,9.96622,7.88492,134,3249375,3249680,gene=yqjD,product=ribosome- and membrane-associated DUF883 domain-containing protein YqjD
U00096.3,3249500,3249717,NA_peak_899,1.26908,9.96622,7.88492,134,3249683,3250087,gene=yqjE,product=inner membrane protein YqjE
U00096.3,3250085,3250328,NA_peak_900,1.27474,10.9514,8.77561,113,3249683,3250087,gene=yqjE,product=inner membrane protein YqjE
U00096.3,3250085,3250328,NA_peak_900,1.27474,10.9514,8.77561,113,3250077,3250376,gene=yqjK,product=PF13997 family protein YqjK
U00096.3,3253485,3253669,NA_peak_901,1.31953,11.6685,9.43186,99,3253318,3254214,gene=yhaJ,product=DNA-binding transcriptional activator YhaJ
U00096.3,3253962,3254120,NA_peak_902,1.1942,5.22091,3.77309,39,3253318,3254214,gene=yhaJ,product=DNA-binding transcriptional activator YhaJ
U00096.3,3255353,3255679,NA_peak_903,1.20875,6.78668,5.09635,196,3255341,3256651,gene=cyuA,product=putative L-cysteine desulfidase CyuA
U00096.3,3256042,3256281,NA_peak_904,1.2294,7.16676,5.42099,209,3255341,3256651,gene=cyuA,product=putative L-cysteine desulfidase CyuA
U00096.3,3261596,3261876,NA_peak_905,1.13106,3.30434,2.18142,72,3260124,3262418,gene=tdcE,product=2-ketobutyrate formate-lyase/pyruvate formate-lyase 4
U00096.3,3262962,3263124,NA_peak_906,1.24272,7.45968,5.67228,86,3262452,3263660,gene=tdcD,product=propionate kinase
U00096.3,3272890,3273135,NA_peak_907,1.18596,5.0875,3.66198,133,3272787,3273557,gene=garL,product=alpha-dehydro-beta-deoxy-D-glucarate aldolase
U00096.3,3276149,3276610,NA_peak_908,1.49198,26.9417,24.2153,133,3275282,3276853,gene=garD,product=GarD
U00096.3,3278277,3278552,NA_peak_909,1.342,13.9875,11.5931,146,3277856,3278665,gene=agaR,product=DNA-binding transcriptional repressor AgaR
U00096.3,3281057,3281541,NA_peak_910,1.19759,6.41191,4.77793,249,3280217,3280690,gene=agaV,product=N-acetyl-D-galactosamine specific PTS enzyme IIB component
U00096.3,3282060,3282211,NA_peak_911,1.2227,6.58032,4.92076,65,3281976,3283130,gene=agaS,product=putative galactosamine-6-phosphate deaminase/isomerase
U00096.3,3282379,3282678,NA_peak_912,1.33236,14.2805,11.8679,201,3281976,3283130,gene=agaS,product=putative galactosamine-6-phosphate deaminase/isomerase
U00096.3,3282862,3283105,NA_peak_913,1.28099,10.6517,8.50333,153,3281976,3283130,gene=agaS,product=putative galactosamine-6-phosphate deaminase/isomerase
U00096.3,3283465,3283726,NA_peak_914,1.27701,9.68666,7.63482,92,3283143,3284003,gene=kbaY,product=tagatose-1%2C6-bisphosphate aldolase 1
U00096.3,3286495,3286688,NA_peak_915,1.11859,2.44791,1.48106,164,3286270,3287025,gene=agaI,product=putative deaminase AgaI
U00096.3,3292981,3293235,NA_peak_916,1.15451,3.91673,2.68788,68,3292475,3293335,gene=rsmI,product=16S rRNA 2'-O-ribose C1402 methyltransferase
U00096.3,3294281,3294437,NA_peak_917,1.31325,12.7342,10.4184,51,3293400,3295436,gene=lpoA,product=outer membrane lipoprotein - activator of MrcA activity
U00096.3,3297126,3297357,NA_peak_918,1.17231,4.44946,3.12918,70,3297098,3298138,gene=yraQ,product=permease family protein YraQ
U00096.3,3297676,3297938,NA_peak_919,1.28829,10.8687,8.70041,135,3297098,3298138,gene=yraQ,product=permease family protein YraQ
U00096.3,3298590,3298740,NA_peak_920,1.20012,5.76422,4.23076,39,3298211,3298846,gene=yraR,product=putative nucleoside-diphosphate-sugar epimerase
U00096.3,3299551,3299745,NA_peak_921,1.19281,5.76442,4.23092,127,3299472,3299915,gene=yhbP,product=putative FMN binding protein YhbP
U00096.3,3300305,3300666,NA_peak_922,1.20789,6.97148,5.25395,131,3300255,3300758,gene=yhbS,product=putative N-acetyltransferase YhbS
U00096.3,3301662,3301823,NA_peak_923,1.26017,8.72683,6.78086,91,3301485,3302480,gene=ubiU,product=ubiquinone biosynthesis protein UbiU
U00096.3,3301876,3302251,NA_peak_924,1.17303,4.49959,3.17059,323,3301485,3302480,gene=ubiU,product=ubiquinone biosynthesis protein UbiU
U00096.3,3302689,3303013,NA_peak_925,1.18463,5.54866,4.04861,132,3302489,3303367,gene=ubiV,product=ubiquinone biosynthesis protein UbiV
U00096.3,3303765,3304342,NA_peak_926,1.13879,3.43871,2.29185,210,3303448,3304455,gene=yhbW,product=putative luciferase-like monooxygenase YhbW
U00096.3,3306332,3306684,NA_peak_927,1.4109,20.2101,17.5737,162,3305971,3307860,gene=deaD,product=ATP-dependent RNA helicase DeaD
U00096.3,3306760,3307074,NA_peak_928,1.23226,8.00973,6.15084,159,3305971,3307860,gene=deaD,product=ATP-dependent RNA helicase DeaD
U00096.3,3308972,3309121,NA_peak_929,1.16116,4.26001,2.97189,67,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3309888,3310072,NA_peak_930,1.23788,8.5508,6.6254,43,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3310262,3310535,NA_peak_931,1.1663,5.00397,3.59154,146,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3310784,3310943,NA_peak_932,1.16737,4.48918,3.1619,99,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3314119,3314407,NA_peak_933,1.14992,4.19424,2.91751,66,3313342,3316014,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3314119,3314407,NA_peak_933,1.14992,4.19424,2.91751,66,3313342,3315543,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3314119,3314407,NA_peak_933,1.14992,4.19424,2.91751,66,3313342,3315522,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315049,3315277,NA_peak_934,1.19519,5.94883,4.38654,171,3313342,3316014,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315049,3315277,NA_peak_934,1.19519,5.94883,4.38654,171,3313342,3315543,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315049,3315277,NA_peak_934,1.19519,5.94883,4.38654,171,3313342,3315522,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315570,3315733,NA_peak_935,1.27896,10.505,8.37074,85,3313342,3316014,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3316387,3316602,NA_peak_936,1.2495,9.13562,7.14313,115,3316039,3317526,gene=nusA,product=transcription termination/antitermination protein NusA
U00096.3,3322755,3323084,NA_peak_937,1.26176,9.65403,7.60594,119,3322733,3324070,gene=glmM,product=phosphoglucosamine mutase
U00096.3,3323363,3323586,NA_peak_938,1.15134,3.8408,2.62474,13,3322733,3324070,gene=glmM,product=phosphoglucosamine mutase
U00096.3,3324501,3324813,NA_peak_939,1.26774,8.836,6.87674,209,3324063,3324911,gene=folP,product=dihydropteroate synthase
U00096.3,3325656,3325895,NA_peak_940,1.34004,14.3189,11.9036,120,3325001,3326935,gene=ftsH,product=ATP-dependent zinc metalloprotease FtsH
U00096.3,3326306,3326463,NA_peak_941,1.15972,4.24647,2.96065,63,3325001,3326935,gene=ftsH,product=ATP-dependent zinc metalloprotease FtsH
U00096.3,3331265,3331516,NA_peak_942,1.1183,2.81249,1.77818,42,3330582,3331754,gene=obgE,product=GTPase ObgE
U00096.3,3334300,3334646,NA_peak_943,1.14682,3.65573,2.47113,50,3333710,3334681,gene=ispB,product=all-trans-octaprenyl-diphosphate synthase
U00096.3,3335528,3335940,NA_peak_944,1.22906,7.6381,5.82714,145,3335235,3336494,gene=murA,product=UDP-N-acetylglucosamine 1-carboxyvinyltransferase
U00096.3,3340704,3340877,NA_peak_945,1.28529,10.2744,8.16287,58,3340275,3341252,gene=yrbG,product=putative transport protein YrbG
U00096.3,3341535,3341856,NA_peak_946,1.35378,15.6865,13.195,153,3341266,3342252,gene=kdsD,product=D-arabinose 5-phosphate isomerase KdsD
U00096.3,3344780,3345097,NA_peak_947,1.26449,10.2725,8.16121,206,3344717,3346150,gene=rpoN,product=RNA polymerase sigma factor RpoN
U00096.3,3353426,3353989,NA_peak_948,1.17509,5.00434,3.59184,338,3353121,3354050,gene=yhcC,product=radical SAM family oxidoreductase YhcC
U00096.3,3354675,3355127,NA_peak_949,1.23688,7.86098,6.02096,180,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3355421,3355607,NA_peak_950,1.23274,7.57121,5.76866,82,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3356494,3356773,NA_peak_951,1.22497,7.65121,5.83858,123,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3357068,3357908,NA_peak_952,1.26606,10.3212,8.20477,258,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3358336,3358610,NA_peak_953,1.2384,8.55427,6.62854,91,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3358885,3359064,NA_peak_954,1.14851,3.83257,2.61768,92,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3359932,3360462,NA_peak_955,1.25003,9.58738,7.54694,153,3359198,3360616,gene=gltD,product=glutamate synthase subunit GltD
U00096.3,3365936,3366089,NA_peak_956,1.12548,2.859,1.81606,135,3365702,3366682,gene=insH10,product=IS5 family transposase and trans-activator
U00096.3,3366252,3366411,NA_peak_957,1.21036,5.9848,4.4162,36,3365702,3366682,gene=insH10,product=IS5 family transposase and trans-activator
U00096.3,3369607,3370009,NA_peak_958,1.27194,10.4904,8.35738,267,3369475,3370350,gene=nanK,product=N-acetylmannosamine kinase
U00096.3,3370251,3370767,NA_peak_959,1.25932,10.3469,8.22762,203,3369475,3370350,gene=nanK,product=N-acetylmannosamine kinase
U00096.3,3370251,3370767,NA_peak_959,1.25932,10.3469,8.22762,203,3370347,3371036,gene=nanE,product=putative N-acetylmannosamine-6-phosphate 2-epimerase
U00096.3,3373760,3373983,NA_peak_960,1.1327,3.30673,2.18332,128,3373698,3374489,gene=nanR,product=NanR
U00096.3,3376516,3376773,NA_peak_961,1.33219,13.3597,11.0043,113,3376279,3376776,gene=sspB,product=ClpXP protease specificity-enhancing factor
U00096.3,3376883,3377042,NA_peak_962,1.16241,4.80553,3.42524,113,3376782,3377420,gene=sspA,product=stringent starvation protein A
U00096.3,3380336,3380561,NA_peak_963,1.31864,12.6367,10.3279,108,3380191,3380589,gene=zapG,product=Z-ring associated protein G
U00096.3,3381519,3381708,NA_peak_964,1.23755,7.08773,5.35382,133,3380743,3382110,gene=degQ,product=periplasmic serine endoprotease
U00096.3,3383462,3383624,NA_peak_965,1.19568,5.91,4.35321,114,3383330,3384268,gene=mdh,product=malate dehydrogenase
U00096.3,3386920,3387070,NA_peak_966,1.26756,8.83505,6.87597,73,3386221,3388188,gene=aaeB,product=aromatic carboxylic acid efflux pump subunit AaeB
U00096.3,3391040,3391288,NA_peak_967,1.29529,11.4599,9.24047,120,3390583,3392028,gene=tldD,product=metalloprotease subunit TldD
U00096.3,3391384,3391762,NA_peak_968,1.22012,7.13467,5.39343,73,3390583,3392028,gene=tldD,product=metalloprotease subunit TldD
U00096.3,3392172,3392576,NA_peak_969,1.18575,5.56264,4.06043,80,3392458,3396258,gene=yhdP,product=phospholipid transport factor YhdP
U00096.3,3395481,3395898,NA_peak_970,1.18713,6.19071,4.59071,207,3392458,3396258,gene=yhdP,product=phospholipid transport factor YhdP
U00096.3,3397022,3397212,NA_peak_971,1.21798,6.6724,4.99908,102,3396326,3397795,gene=rng,product=RNase G
U00096.3,3398027,3398297,NA_peak_972,1.25854,9.26771,7.26144,198,3397785,3398378,gene=yhdE,product=nucleoside triphosphate pyrophosphatase YhdE
U00096.3,3398812,3399118,NA_peak_973,1.27914,11.4803,9.25928,152,3398387,3398875,gene=mreD,product=cell shape determining protein MreD
U00096.3,3398812,3399118,NA_peak_973,1.27914,11.4803,9.25928,152,3398875,3399978,gene=mreC,product=cell shape determining protein MreC
U00096.3,3400001,3400439,NA_peak_974,1.35173,15.5204,13.0375,214,3400044,3401087,gene=mreB,product=dynamic cytoskeletal protein MreB
U00096.3,3400640,3400928,NA_peak_975,1.28422,10.5279,8.39171,113,3400044,3401087,gene=mreB,product=dynamic cytoskeletal protein MreB
U00096.3,3402019,3402339,NA_peak_976,1.25265,8.39361,6.48699,85,3401392,3403332,gene=csrD,product=regulator of CsrB and CsrC decay
U00096.3,3406215,3406444,NA_peak_977,1.15564,3.97775,2.73837,139,3405917,3407266,gene=accC,product=biotin carboxylase
U00096.3,3406557,3407078,NA_peak_978,1.30741,13.0363,10.7011,311,3405917,3407266,gene=accC,product=biotin carboxylase
U00096.3,3408204,3408550,NA_peak_979,1.20106,6.14483,4.55182,44,3407607,3409058,gene=panF,product=pantothenate:Na(+) symporter
U00096.3,3414102,3414327,NA_peak_980,1.1545,4.18126,2.90668,172,3413864,3415021,gene=acrE,product=multidrug efflux pump membrane fusion lipoprotein AcrE
U00096.3,3423940,3424193,NA_peak_981,1.21734,7.21284,5.46081,144,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3424323,3424478,NA_peak_982,1.23867,8.72737,6.78131,73,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3425306,3425525,NA_peak_983,1.21241,6.90279,5.19595,113,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3425593,3425746,NA_peak_984,1.20398,6.73497,5.05207,41,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3427395,3427693,NA_peak_985,1.17104,5.02611,3.60981,137,3429236,3429790,gene=yrdA,product=hexapeptide repeat-containing protein YrdA
U00096.3,3428248,3428537,NA_peak_986,1.14708,3.93193,2.69976,213,3429236,3429790,gene=yrdA,product=hexapeptide repeat-containing protein YrdA
U00096.3,3439716,3439975,NA_peak_987,1.23641,7.455,5.66815,29,3439616,3439999,gene=rplQ,product=50S ribosomal subunit protein L17
U00096.3,3440333,3440659,NA_peak_988,1.14328,4.06716,2.81232,165,3440040,3441029,gene=rpoA,product=RNA polymerase subunit alpha
U00096.3,3441314,3441638,NA_peak_989,1.23362,7.89543,6.0513,210,3441055,3441675,gene=rpsD,product=30S ribosomal subunit protein S4
U00096.3,3442129,3442335,NA_peak_990,1.30788,13.3503,10.9956,135,3442115,3442471,gene=rpsM,product=30S ribosomal subunit protein S13
U00096.3,3442616,3442866,NA_peak_991,1.47659,26.3855,23.6645,136,3442618,3442734,gene=rpmJ,product=50S ribosomal subunit protein L36
U00096.3,3442616,3442866,NA_peak_991,1.47659,26.3855,23.6645,136,3442766,3444097,gene=secY,product=Sec translocon subunit SecY
U00096.3,3445447,3445788,NA_peak_992,1.18974,5.38877,3.91405,260,3445244,3445597,gene=rplR,product=50S ribosomal subunit protein L18
U00096.3,3445447,3445788,NA_peak_992,1.18974,5.38877,3.91405,260,3445607,3446140,gene=rplF,product=50S ribosomal subunit protein L6
U00096.3,3446556,3446786,NA_peak_993,1.26251,9.69347,7.64091,175,3446579,3446884,gene=rpsN,product=30S ribosomal subunit protein S14
U00096.3,3447939,3448146,NA_peak_994,1.15735,4.26374,2.9751,24,3447778,3448149,gene=rplN,product=50S ribosomal subunit protein L14
U00096.3,3449282,3449582,NA_peak_995,1.21415,7.17228,5.42595,198,3449182,3449883,gene=rpsC,product=30S ribosomal subunit protein S3
U00096.3,3450624,3450930,NA_peak_996,1.21158,6.8572,5.15643,162,3450543,3451364,gene=rplB,product=50S ribosomal subunit protein L2
U00096.3,3451949,3452264,NA_peak_997,1.20064,6.26542,4.65353,59,3451681,3452286,gene=rplD,product=50S ribosomal subunit protein L4
U00096.3,3452992,3453239,NA_peak_998,1.40287,17.7771,15.1993,107,3452959,3453270,gene=rpsJ,product=30S ribosomal subunit protein S10
U00096.3,3459238,3459386,NA_peak_999,1.2625,8.88849,6.92357,85,3458339,3459820,gene=gspE,product=Type II secretion system protein GspE
U00096.3,3467248,3467435,NA_peak_1000,1.29505,10.4955,8.36197,93,3467160,3469853,gene=chiA,product=endochitinase
U00096.3,3470197,3470374,NA_peak_1001,1.28162,9.92155,7.84569,69,3470145,3471329,gene=tufA,product=translation elongation factor Tu 1
U00096.3,3470848,3471131,NA_peak_1002,1.21855,7.4551,5.66818,158,3470145,3471329,gene=tufA,product=translation elongation factor Tu 1
U00096.3,3478963,3479111,NA_peak_1003,1.28061,10.0868,7.99361,70,3478802,3480607,gene=kefB,product=K(+) : H(+) antiporter KefB
U00096.3,3482064,3482277,NA_peak_1004,1.19303,5.4656,3.97828,95,3481289,3483202,gene=yheS,product=putative ATP-binding protein YheS
U00096.3,3483469,3483679,NA_peak_1005,1.14838,4.02649,2.77809,90,3483202,3484224,gene=yheT,product=putative hydrolase YheT
U00096.3,3488924,3489129,NA_peak_1006,1.24236,8.87309,6.9099,47,3488960,3490180,gene=argD,product=N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase
U00096.3,3490451,3490693,NA_peak_1007,1.23682,7.79835,5.96655,157,3490266,3490829,gene=pabA,product=aminodeoxychorismate synthase subunit 2
U00096.3,3491236,3491437,NA_peak_1008,1.26176,9.65403,7.60594,123,3490861,3491463,gene=fic,product=putative adenosine monophosphate--protein transferase Fic
U00096.3,3495797,3495999,NA_peak_1009,1.16663,4.77016,3.39661,131,3494011,3496554,gene=nirB,product=nitrite reductase (NADH) large subunit
U00096.3,3496316,3496783,NA_peak_1010,1.17958,5.41332,3.93482,115,3494011,3496554,gene=nirB,product=nitrite reductase (NADH) large subunit
U00096.3,3496316,3496783,NA_peak_1010,1.17958,5.41332,3.93482,115,3496551,3496877,gene=nirD,product=nitrite reductase (NADH) small subunit
U00096.3,3497238,3497419,NA_peak_1011,1.17688,4.90518,3.50888,161,3497003,3497809,gene=nirC,product=nitrite transporter NirC
U00096.3,3498154,3498315,NA_peak_1012,1.19491,5.83302,4.28828,115,3497828,3499201,gene=cysG,product=siroheme synthase
U00096.3,3500667,3500820,NA_peak_1013,1.22964,7.12193,5.38286,54,3499910,3501247,gene=frlA,product=fructoselysine/psicoselysine transporter
U00096.3,3501416,3501640,NA_peak_1014,1.25915,8.86838,6.90573,121,3501268,3502290,gene=frlB,product=fructoselysine 6-phosphate deglycase
U00096.3,3502402,3502646,NA_peak_1015,1.2384,7.39354,5.61579,53,3502340,3503170,gene=frlC,product=fructoselysine 3-epimerase
U00096.3,3503555,3503899,NA_peak_1016,1.29553,12.2456,9.9653,230,3503167,3503952,gene=frlD,product=fructoselysine 6-kinase
U00096.3,3505199,3505403,NA_peak_1017,1.22115,7.08881,5.35473,41,3504935,3506020,gene=yhfS,product=putative aminotransferase YhfS
U00096.3,3507943,3508215,NA_peak_1018,1.12058,2.89195,1.84343,267,3507712,3508590,gene=php,product=putative hydrolase
U00096.3,3511860,3512157,NA_peak_1019,1.1642,4.59698,3.25145,93,3511439,3512344,gene=yhfZ,product=putative DNA-binding transcriptional regulator YhfZ
U00096.3,3514117,3514301,NA_peak_1020,1.18457,5.20891,3.76299,111,3513631,3514389,gene=gph,product=phosphoglycolate phosphatase
U00096.3,3516338,3516802,NA_peak_1021,1.20054,7.20191,5.45154,208,3516020,3517306,gene=damX,product=cell division protein DamX
U00096.3,3517502,3517859,NA_peak_1022,1.15813,4.40881,3.09515,283,3517398,3518486,gene=aroB,product=3-dehydroquinate synthase
U00096.3,3517938,3518209,NA_peak_1023,1.22922,7.67937,5.86323,223,3517398,3518486,gene=aroB,product=3-dehydroquinate synthase
U00096.3,3520000,3520362,NA_peak_1024,1.18107,5.30377,3.84267,279,3519465,3520703,gene=hofQ,product=DNA utilization protein HofQ
U00096.3,3521075,3521277,NA_peak_1025,1.19607,6.10952,4.52181,42,3521009,3521449,gene=hofO,product=DNA utilization protein HofO
U00096.3,3521607,3522629,NA_peak_1026,1.27987,10.8788,8.70951,109,3521433,3521972,gene=hofN,product=DNA utilization protein HofN
U00096.3,3521607,3522629,NA_peak_1026,1.27987,10.8788,8.70951,109,3521972,3522751,gene=hofM,product=DNA utilization protein HofM
U00096.3,3523750,3524020,NA_peak_1027,1.1498,4.52139,3.18894,219,3522871,3525423,gene=mrcA,product=peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
U00096.3,3524409,3524597,NA_peak_1028,1.16435,4.77233,3.39855,71,3522871,3525423,gene=mrcA,product=peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
U00096.3,3531328,3531607,NA_peak_1029,1.23755,7.8467,6.00853,200,3530715,3532439,gene=yhgE,product=putative transport protein YhgE
U00096.3,3533961,3534118,NA_peak_1030,1.20612,6.7008,5.02347,65,3532818,3534440,gene=pck,product=phosphoenolpyruvate carboxykinase (ATP)
